Country,Crop,Soil Type,Temperature,Season,Category
Sao Tome and Principe,Mango,Sandy Soil,18 to 27,Wet Season,Fruit
Sao Tome and Principe,Cumin,Sandy Soil,16 to 23,Spring,Spice
Sao Tome and Principe,Millet,Volcanic Soil,21 to 28,Spring,Cereal
Sao Tome and Principe,Coffee,Sandy Soil,16 to 28,Summer,Beverage
Sao Tome and Principe,Jute,Sandy Soil,15 to 29,Rabi,Cash Crop
Sao Tome and Principe,Cotton,Alluvial Soil,19 to 25,Autumn,Cash Crop
Sao Tome and Principe,Banana,Laterite Soil,19 to 25,Winter,Fruit
Sao Tome and Principe,Sorghum,Black Soil,16 to 30,Rabi,Cereal
Sao Tome and Principe,Garlic,Sandy Soil,18 to 24,Rabi,Spice
Sao Tome and Principe,Cotton,Andosol,20 to 24,Autumn,Cash Crop
Sao Tome and Principe,Kale,Black Soil,22 to 25,Kharif,Leafy Green
Sao Tome and Principe,Onion,Silty Soil,20 to 24,Winter,Vegetable
Sao Tome and Principe,Cashew,Volcanic Soil,20 to 30,Year-round,Nut
Sao Tome and Principe,Coffee,Alluvial Soil,17 to 26,Dry Season,Beverage
Saudi Arabia,Cotton,Volcanic Soil,27 to 32,Summer,Cash Crop
Saudi Arabia,Cocoa,Silty Soil,27 to 33,Autumn,Beverage
Saudi Arabia,Potato,Sandy Soil,23 to 34,Zaid,Vegetable
Saudi Arabia,Sugarcane,Loamy Soil,28 to 37,Zaid,Cash Crop
Saudi Arabia,Apple,Alluvial Soil,26 to 32,Wet Season,Fruit
Saudi Arabia,Cabbage,Clayey Soil,25 to 37,Spring,Vegetable
Saudi Arabia,Cotton,Laterite Soil,25 to 38,Winter,Cash Crop
Saudi Arabia,Swiss Chard,Clayey Soil,26 to 29,Spring,Leafy Green
Saudi Arabia,Sugarcane,Laterite Soil,25 to 38,Spring,Cash Crop
Saudi Arabia,Barley,Laterite Soil,24 to 31,Kharif,Cereal
Saudi Arabia,Jute,Red Soil,25 to 36,Wet Season,Cash Crop
Saudi Arabia,Lettuce,Laterite Soil,24 to 29,Zaid,Leafy Green
Saudi Arabia,Ginger,Alluvial Soil,28 to 32,Year-round,Spice
Saudi Arabia,Coriander,Silty Soil,24 to 35,Rabi,Spice
Saudi Arabia,Rice,Laterite Soil,26 to 38,Autumn,Cereal
Saudi Arabia,Sorghum,Loamy Soil,25 to 38,Spring,Cereal
Saudi Arabia,Coffee,Alluvial Soil,26 to 33,Spring,Beverage
Saudi Arabia,Sugarcane,Andosol,23 to 36,Kharif,Cash Crop
Saudi Arabia,Cabbage,Laterite Soil,21 to 30,Winter,Vegetable
Saudi Arabia,Tobacco,Laterite Soil,25 to 35,Dry Season,Cash Crop
Saudi Arabia,Rice,Sandy Soil,24 to 29,Winter,Cereal
Saudi Arabia,Sugarcane,Alluvial Soil,22 to 34,Wet Season,Cash Crop
Saudi Arabia,Carrot,Silty Soil,24 to 35,Winter,Vegetable
Saudi Arabia,Peanut,Sandy Soil,25 to 35,Kharif,Nut
Saudi Arabia,Coriander,Black Soil,24 to 35,Rabi,Spice
Saudi Arabia,Coffee,Sandy Soil,27 to 34,Wet Season,Beverage
Saudi Arabia,Onion,Clayey Soil,23 to 37,Rabi,Vegetable
Saudi Arabia,Tomato,Silty Soil,25 to 33,Spring,Vegetable
Saudi Arabia,Papaya,Volcanic Soil,22 to 35,Dry Season,Fruit
Saudi Arabia,Peanut,Alluvial Soil,22 to 38,Autumn,Nut
Saudi Arabia,Orange,Volcanic Soil,20 to 32,Year-round,Fruit
Saudi Arabia,Garlic,Black Soil,21 to 29,Winter,Spice
Saudi Arabia,Walnut,Andosol,25 to 38,Summer,Nut
Saudi Arabia,Hazelnut,Alluvial Soil,23 to 33,Spring,Nut
Saudi Arabia,Cocoa,Red Soil,27 to 35,Winter,Beverage
Saudi Arabia,Tea,Loamy Soil,25 to 31,Wet Season,Beverage
Saudi Arabia,Mustard Greens,Volcanic Soil,25 to 30,Winter,Leafy Green
Saudi Arabia,Millet,Clayey Soil,25 to 32,Winter,Cereal
Saudi Arabia,Pistachio,Red Soil,20 to 30,Dry Season,Nut
Saudi Arabia,Barley,Volcanic Soil,20 to 33,Rabi,Cereal
Saudi Arabia,Spinach,Red Soil,21 to 36,Rabi,Vegetable
Saudi Arabia,Carrot,Volcanic Soil,23 to 29,Dry Season,Vegetable
Saudi Arabia,Tea,Clayey Soil,27 to 31,Kharif,Beverage
Saudi Arabia,Pistachio,Andosol,28 to 32,Summer,Nut
Saudi Arabia,Onion,Volcanic Soil,25 to 34,Wet Season,Vegetable
Saudi Arabia,Spinach,Loamy Soil,25 to 33,Dry Season,Vegetable
Saudi Arabia,Pistachio,Black Soil,25 to 34,Rabi,Nut
Saudi Arabia,Mustard Greens,Silty Soil,26 to 32,Summer,Leafy Green
Saudi Arabia,Coffee,Volcanic Soil,21 to 32,Summer,Beverage
Saudi Arabia,Lettuce,Volcanic Soil,20 to 31,Spring,Leafy Green
Saudi Arabia,Coffee,Loamy Soil,22 to 35,Autumn,Beverage
Saudi Arabia,Lettuce,Black Soil,24 to 37,Spring,Leafy Green
Saudi Arabia,Kale,Volcanic Soil,25 to 33,Rabi,Leafy Green
Saudi Arabia,Sugarcane,Alluvial Soil,27 to 34,Dry Season,Cash Crop
Saudi Arabia,Wheat,Laterite Soil,21 to 29,Spring,Cereal
Saudi Arabia,Kale,Loamy Soil,26 to 35,Zaid,Leafy Green
Saudi Arabia,Coffee,Silty Soil,25 to 38,Kharif,Beverage
Saudi Arabia,Grapes,Loamy Soil,22 to 33,Kharif,Fruit
Saudi Arabia,Peanut,Black Soil,23 to 38,Wet Season,Nut
Saudi Arabia,Rice,Silty Soil,22 to 31,Autumn,Cereal
Senegal,Carrot,Andosol,27 to 29,Year-round,Vegetable
Senegal,Tea,Laterite Soil,21 to 36,Rabi,Beverage
Senegal,Sugarcane,Volcanic Soil,21 to 29,Dry Season,Cash Crop
Senegal,Cocoa,Laterite Soil,21 to 29,Spring,Beverage
Senegal,Hazelnut,Alluvial Soil,26 to 32,Summer,Nut
Senegal,Almond,Sandy Soil,27 to 32,Spring,Nut
Senegal,Grapes,Andosol,27 to 31,Rabi,Fruit
Senegal,Lettuce,Loamy Soil,28 to 32,Summer,Leafy Green
Senegal,Barley,Black Soil,21 to 38,Year-round,Cereal
Senegal,Saffron,Black Soil,21 to 35,Winter,Spice
Senegal,Papaya,Silty Soil,26 to 30,Dry Season,Fruit
Senegal,Spinach,Loamy Soil,24 to 32,Zaid,Vegetable
Senegal,Spinach,Laterite Soil,24 to 35,Rabi,Vegetable
Senegal,Orange,Loamy Soil,26 to 29,Year-round,Fruit
Senegal,Tea,Volcanic Soil,25 to 29,Spring,Beverage
Senegal,Tea,Alluvial Soil,23 to 31,Summer,Beverage
Senegal,Mango,Silty Soil,21 to 29,Dry Season,Fruit
Senegal,Tea,Alluvial Soil,24 to 31,Zaid,Beverage
Senegal,Cocoa,Sandy Soil,28 to 36,Rabi,Beverage
Senegal,Coffee,Loamy Soil,25 to 31,Winter,Beverage
Senegal,Wheat,Volcanic Soil,21 to 29,Wet Season,Cereal
Senegal,Walnut,Silty Soil,23 to 34,Winter,Nut
Senegal,Cotton,Andosol,25 to 33,Summer,Cash Crop
Senegal,Sugarcane,Red Soil,20 to 31,Wet Season,Cash Crop
Senegal,Tobacco,Volcanic Soil,22 to 31,Summer,Cash Crop
Senegal,Ginger,Loamy Soil,22 to 34,Spring,Spice
Senegal,Tea,Loamy Soil,27 to 37,Dry Season,Beverage
Senegal,Rice,Sandy Soil,27 to 36,Wet Season,Cereal
Senegal,Turmeric,Alluvial Soil,26 to 36,Dry Season,Spice
Senegal,Coriander,Red Soil,24 to 35,Kharif,Spice
Senegal,Grapes,Silty Soil,26 to 35,Rabi,Fruit
Senegal,Swiss Chard,Red Soil,25 to 32,Summer,Leafy Green
Senegal,Jute,Volcanic Soil,28 to 34,Winter,Cash Crop
Senegal,Cotton,Loamy Soil,23 to 35,Zaid,Cash Crop
Senegal,Tobacco,Red Soil,27 to 29,Autumn,Cash Crop
Senegal,Kale,Clayey Soil,26 to 34,Rabi,Leafy Green
Senegal,Cabbage,Volcanic Soil,22 to 29,Winter,Vegetable
Senegal,Sugarcane,Volcanic Soil,20 to 36,Rabi,Cash Crop
Senegal,Wheat,Black Soil,20 to 37,Year-round,Cereal
Senegal,Garlic,Silty Soil,22 to 31,Winter,Spice
Senegal,Rice,Volcanic Soil,25 to 29,Zaid,Cereal
Senegal,Pistachio,Andosol,23 to 38,Spring,Nut
Senegal,Sorghum,Loamy Soil,26 to 37,Kharif,Cereal
Senegal,Coriander,Black Soil,22 to 33,Kharif,Spice
Senegal,Kale,Black Soil,23 to 31,Winter,Leafy Green
Senegal,Grapes,Clayey Soil,23 to 36,Spring,Fruit
Senegal,Garlic,Silty Soil,28 to 35,Kharif,Spice
Senegal,Orange,Black Soil,27 to 32,Summer,Fruit
Senegal,Ginger,Sandy Soil,21 to 33,Kharif,Spice
Senegal,Barley,Loamy Soil,21 to 34,Autumn,Cereal
Senegal,Cashew,Volcanic Soil,22 to 37,Spring,Nut
Senegal,Cashew,Laterite Soil,22 to 36,Winter,Nut
Senegal,Tea,Loamy Soil,23 to 34,Wet Season,Beverage
Senegal,Tomato,Clayey Soil,22 to 33,Autumn,Vegetable
Senegal,Cumin,Laterite Soil,28 to 34,Dry Season,Spice
Senegal,Sugarcane,Silty Soil,20 to 29,Kharif,Cash Crop
Senegal,Barley,Sandy Soil,27 to 29,Summer,Cereal
Senegal,Peanut,Clayey Soil,28 to 38,Autumn,Nut
Senegal,Turmeric,Sandy Soil,28 to 32,Rabi,Spice
Senegal,Rice,Red Soil,26 to 31,Spring,Cereal
Serbia,Jute,Volcanic Soil,9 to 16,Autumn,Cash Crop
Serbia,Tomato,Andosol,10 to 14,Wet Season,Vegetable
Serbia,Coffee,Alluvial Soil,7 to 13,Zaid,Beverage
Serbia,Jute,Loamy Soil,7 to 13,Summer,Cash Crop
Serbia,Tomato,Clayey Soil,9 to 15,Kharif,Vegetable
Serbia,Cocoa,Loamy Soil,11 to 18,Rabi,Beverage
Serbia,Hazelnut,Volcanic Soil,5 to 13,Wet Season,Nut
Serbia,Rice,Silty Soil,7 to 13,Dry Season,Cereal
Serbia,Sorghum,Red Soil,12 to 18,Dry Season,Cereal
Serbia,Swiss Chard,Laterite Soil,7 to 17,Winter,Leafy Green
Serbia,Tobacco,Laterite Soil,7 to 15,Dry Season,Cash Crop
Serbia,Tomato,Sandy Soil,9 to 13,Year-round,Vegetable
Serbia,Tobacco,Andosol,7 to 15,Kharif,Cash Crop
Serbia,Lettuce,Sandy Soil,5 to 13,Zaid,Leafy Green
Serbia,Jute,Silty Soil,10 to 18,Kharif,Cash Crop
Serbia,Wheat,Silty Soil,12 to 14,Year-round,Cereal
Serbia,Maize,Black Soil,8 to 16,Year-round,Cereal
Serbia,Barley,Black Soil,6 to 14,Dry Season,Cereal
Serbia,Rice,Alluvial Soil,9 to 15,Dry Season,Cereal
Serbia,Cotton,Silty Soil,12 to 16,Spring,Cash Crop
Serbia,Potato,Laterite Soil,8 to 17,Wet Season,Vegetable
Serbia,Banana,Black Soil,9 to 16,Zaid,Fruit
Serbia,Maize,Loamy Soil,7 to 15,Winter,Cereal
Serbia,Sorghum,Black Soil,10 to 14,Year-round,Cereal
Serbia,Apple,Alluvial Soil,11 to 14,Year-round,Fruit
Serbia,Garlic,Silty Soil,6 to 16,Rabi,Spice
Serbia,Cashew,Clayey Soil,10 to 13,Wet Season,Nut
Serbia,Barley,Laterite Soil,5 to 15,Zaid,Cereal
Serbia,Mustard Greens,Alluvial Soil,12 to 14,Kharif,Leafy Green
Serbia,Coriander,Clayey Soil,9 to 16,Dry Season,Spice
Serbia,Apple,Sandy Soil,12 to 14,Zaid,Fruit
Serbia,Cashew,Silty Soil,11 to 13,Year-round,Nut
Serbia,Mustard Greens,Silty Soil,9 to 17,Spring,Leafy Green
Serbia,Peanut,Laterite Soil,7 to 16,Rabi,Nut
Serbia,Cocoa,Red Soil,6 to 13,Zaid,Beverage
Serbia,Lettuce,Sandy Soil,9 to 17,Spring,Leafy Green
Serbia,Spinach,Silty Soil,7 to 16,Summer,Vegetable
Serbia,Sugarcane,Andosol,5 to 18,Zaid,Cash Crop
Serbia,Banana,Laterite Soil,10 to 17,Autumn,Fruit
Serbia,Orange,Sandy Soil,11 to 17,Summer,Fruit
Serbia,Coffee,Loamy Soil,8 to 17,Rabi,Beverage
Serbia,Onion,Red Soil,8 to 15,Zaid,Vegetable
Serbia,Lettuce,Laterite Soil,10 to 16,Rabi,Leafy Green
Serbia,Coriander,Red Soil,11 to 13,Zaid,Spice
Serbia,Maize,Red Soil,6 to 16,Kharif,Cereal
Serbia,Carrot,Loamy Soil,5 to 14,Wet Season,Vegetable
Serbia,Millet,Andosol,5 to 16,Zaid,Cereal
Serbia,Garlic,Laterite Soil,12 to 14,Winter,Spice
Serbia,Cabbage,Clayey Soil,8 to 15,Spring,Vegetable
Serbia,Tea,Alluvial Soil,5 to 13,Rabi,Beverage
Serbia,Barley,Silty Soil,8 to 16,Wet Season,Cereal
Serbia,Tomato,Black Soil,11 to 14,Dry Season,Vegetable
Serbia,Hazelnut,Red Soil,7 to 16,Zaid,Nut
Serbia,Banana,Laterite Soil,10 to 13,Kharif,Fruit
Serbia,Mustard Greens,Andosol,6 to 16,Rabi,Leafy Green
Serbia,Cotton,Loamy Soil,5 to 15,Summer,Cash Crop
Serbia,Tomato,Red Soil,8 to 18,Spring,Vegetable
Serbia,Potato,Red Soil,10 to 18,Kharif,Vegetable
Serbia,Almond,Laterite Soil,12 to 17,Kharif,Nut
Serbia,Hazelnut,Alluvial Soil,12 to 13,Rabi,Nut
Seychelles,Wheat,Black Soil,24 to 33,Dry Season,Cereal
Seychelles,Swiss Chard,Loamy Soil,22 to 36,Zaid,Leafy Green
Seychelles,Onion,Red Soil,21 to 32,Summer,Vegetable
Seychelles,Apple,Volcanic Soil,22 to 38,Winter,Fruit
Seychelles,Mango,Andosol,24 to 33,Autumn,Fruit
Seychelles,Millet,Black Soil,28 to 36,Zaid,Cereal
Seychelles,Almond,Black Soil,27 to 38,Winter,Nut
Seychelles,Sugarcane,Sandy Soil,21 to 31,Rabi,Cash Crop
Seychelles,Sorghum,Sandy Soil,27 to 32,Autumn,Cereal
Seychelles,Hazelnut,Loamy Soil,21 to 30,Kharif,Nut
Seychelles,Orange,Alluvial Soil,28 to 37,Rabi,Fruit
Seychelles,Wheat,Alluvial Soil,23 to 30,Wet Season,Cereal
Seychelles,Mango,Red Soil,27 to 36,Winter,Fruit
Seychelles,Cocoa,Clayey Soil,23 to 35,Rabi,Beverage
Seychelles,Cocoa,Silty Soil,25 to 31,Spring,Beverage
Seychelles,Coffee,Black Soil,26 to 31,Kharif,Beverage
Seychelles,Carrot,Andosol,22 to 29,Dry Season,Vegetable
Seychelles,Garlic,Volcanic Soil,27 to 35,Spring,Spice
Seychelles,Grapes,Loamy Soil,21 to 31,Autumn,Fruit
Seychelles,Apple,Loamy Soil,20 to 33,Autumn,Fruit
Seychelles,Jute,Alluvial Soil,24 to 34,Zaid,Cash Crop
Seychelles,Maize,Laterite Soil,23 to 34,Rabi,Cereal
Seychelles,Kale,Laterite Soil,20 to 32,Summer,Leafy Green
Seychelles,Turmeric,Red Soil,22 to 33,Winter,Spice
Seychelles,Rice,Red Soil,25 to 35,Winter,Cereal
Seychelles,Cocoa,Sandy Soil,28 to 36,Kharif,Beverage
Seychelles,Tomato,Laterite Soil,22 to 30,Summer,Vegetable
Seychelles,Walnut,Volcanic Soil,27 to 30,Spring,Nut
Seychelles,Mustard Greens,Loamy Soil,25 to 30,Wet Season,Leafy Green
Seychelles,Cocoa,Red Soil,21 to 33,Zaid,Beverage
Seychelles,Cabbage,Silty Soil,21 to 38,Zaid,Vegetable
Seychelles,Turmeric,Volcanic Soil,26 to 35,Wet Season,Spice
Seychelles,Jute,Sandy Soil,25 to 29,Autumn,Cash Crop
Seychelles,Pistachio,Volcanic Soil,24 to 34,Winter,Nut
Seychelles,Sugarcane,Red Soil,25 to 31,Wet Season,Cash Crop
Seychelles,Barley,Sandy Soil,21 to 30,Rabi,Cereal
Seychelles,Saffron,Alluvial Soil,24 to 33,Winter,Spice
Seychelles,Onion,Volcanic Soil,27 to 37,Spring,Vegetable
Seychelles,Maize,Laterite Soil,21 to 36,Dry Season,Cereal
Seychelles,Almond,Sandy Soil,20 to 30,Wet Season,Nut
Seychelles,Ginger,Silty Soil,21 to 37,Spring,Spice
Seychelles,Tea,Clayey Soil,20 to 31,Year-round,Beverage
Seychelles,Hazelnut,Silty Soil,26 to 33,Winter,Nut
Seychelles,Millet,Volcanic Soil,23 to 36,Rabi,Cereal
Seychelles,Banana,Silty Soil,20 to 31,Rabi,Fruit
Seychelles,Kale,Silty Soil,20 to 34,Rabi,Leafy Green
Seychelles,Lettuce,Silty Soil,24 to 37,Zaid,Leafy Green
Seychelles,Potato,Alluvial Soil,20 to 32,Kharif,Vegetable
Seychelles,Coffee,Andosol,22 to 30,Dry Season,Beverage
Seychelles,Turmeric,Alluvial Soil,27 to 30,Kharif,Spice
Seychelles,Coriander,Clayey Soil,23 to 38,Spring,Spice
Seychelles,Rice,Red Soil,23 to 37,Summer,Cereal
Seychelles,Cotton,Laterite Soil,23 to 37,Year-round,Cash Crop
Seychelles,Orange,Volcanic Soil,20 to 36,Kharif,Fruit
Seychelles,Rice,Loamy Soil,26 to 31,Winter,Cereal
Seychelles,Cocoa,Clayey Soil,22 to 34,Year-round,Beverage
Seychelles,Maize,Volcanic Soil,26 to 38,Kharif,Cereal
Seychelles,Onion,Andosol,28 to 31,Wet Season,Vegetable
Seychelles,Millet,Sandy Soil,21 to 32,Rabi,Cereal
Seychelles,Orange,Volcanic Soil,26 to 36,Rabi,Fruit
Sierra Leone,Cumin,Silty Soil,20 to 33,Dry Season,Spice
Sierra Leone,Potato,Red Soil,23 to 30,Dry Season,Vegetable
Sierra Leone,Onion,Black Soil,20 to 31,Rabi,Vegetable
Sierra Leone,Tea,Loamy Soil,25 to 35,Zaid,Beverage
Sierra Leone,Wheat,Andosol,27 to 38,Rabi,Cereal
Sierra Leone,Maize,Clayey Soil,21 to 33,Autumn,Cereal
Sierra Leone,Cashew,Andosol,26 to 37,Dry Season,Nut
Sierra Leone,Pistachio,Silty Soil,28 to 30,Dry Season,Nut
Sierra Leone,Millet,Silty Soil,22 to 34,Winter,Cereal
Sierra Leone,Coffee,Black Soil,20 to 38,Summer,Beverage
Sierra Leone,Papaya,Alluvial Soil,25 to 31,Winter,Fruit
Sierra Leone,Peanut,Sandy Soil,24 to 33,Wet Season,Nut
Sierra Leone,Sugarcane,Laterite Soil,23 to 35,Rabi,Cash Crop
Sierra Leone,Millet,Alluvial Soil,24 to 36,Spring,Cereal
Sierra Leone,Sugarcane,Sandy Soil,25 to 37,Dry Season,Cash Crop
Sierra Leone,Sugarcane,Volcanic Soil,26 to 36,Wet Season,Cash Crop
Sierra Leone,Sugarcane,Alluvial Soil,25 to 32,Summer,Cash Crop
Sierra Leone,Wheat,Red Soil,26 to 34,Kharif,Cereal
Sierra Leone,Kale,Volcanic Soil,26 to 31,Dry Season,Leafy Green
Sierra Leone,Tea,Loamy Soil,20 to 31,Summer,Beverage
Sierra Leone,Tobacco,Clayey Soil,26 to 38,Spring,Cash Crop
Sierra Leone,Swiss Chard,Red Soil,23 to 38,Kharif,Leafy Green
Sierra Leone,Cocoa,Loamy Soil,23 to 31,Kharif,Beverage
Sierra Leone,Millet,Alluvial Soil,20 to 30,Autumn,Cereal
Sierra Leone,Coffee,Volcanic Soil,20 to 35,Zaid,Beverage
Sierra Leone,Tea,Volcanic Soil,26 to 31,Dry Season,Beverage
Sierra Leone,Banana,Laterite Soil,28 to 36,Dry Season,Fruit
Sierra Leone,Cocoa,Black Soil,28 to 30,Rabi,Beverage
Sierra Leone,Orange,Clayey Soil,20 to 29,Rabi,Fruit
Sierra Leone,Jute,Volcanic Soil,22 to 35,Summer,Cash Crop
Sierra Leone,Orange,Sandy Soil,23 to 36,Spring,Fruit
Sierra Leone,Lettuce,Andosol,26 to 34,Dry Season,Leafy Green
Sierra Leone,Lettuce,Alluvial Soil,23 to 38,Wet Season,Leafy Green
Sierra Leone,Papaya,Clayey Soil,24 to 33,Rabi,Fruit
Sierra Leone,Tea,Red Soil,28 to 31,Autumn,Beverage
Sierra Leone,Carrot,Loamy Soil,21 to 32,Year-round,Vegetable
Sierra Leone,Tea,Laterite Soil,24 to 36,Autumn,Beverage
Sierra Leone,Banana,Black Soil,24 to 37,Kharif,Fruit
Sierra Leone,Millet,Alluvial Soil,27 to 37,Zaid,Cereal
Sierra Leone,Almond,Andosol,26 to 38,Rabi,Nut
Sierra Leone,Tobacco,Loamy Soil,21 to 30,Autumn,Cash Crop
Sierra Leone,Cashew,Black Soil,25 to 36,Zaid,Nut
Sierra Leone,Cotton,Red Soil,20 to 35,Kharif,Cash Crop
Sierra Leone,Tea,Laterite Soil,25 to 35,Autumn,Beverage
Sierra Leone,Orange,Black Soil,24 to 33,Winter,Fruit
Sierra Leone,Sorghum,Sandy Soil,28 to 30,Year-round,Cereal
Sierra Leone,Almond,Silty Soil,22 to 32,Rabi,Nut
Sierra Leone,Lettuce,Alluvial Soil,26 to 33,Kharif,Leafy Green
Sierra Leone,Banana,Alluvial Soil,27 to 33,Rabi,Fruit
Sierra Leone,Jute,Loamy Soil,28 to 35,Kharif,Cash Crop
Sierra Leone,Potato,Red Soil,26 to 29,Autumn,Vegetable
Sierra Leone,Cotton,Black Soil,21 to 30,Kharif,Cash Crop
Sierra Leone,Coffee,Clayey Soil,21 to 29,Summer,Beverage
Sierra Leone,Tobacco,Alluvial Soil,22 to 36,Zaid,Cash Crop
Sierra Leone,Wheat,Andosol,21 to 29,Rabi,Cereal
Sierra Leone,Tea,Clayey Soil,26 to 35,Dry Season,Beverage
Sierra Leone,Maize,Volcanic Soil,28 to 32,Winter,Cereal
Sierra Leone,Cabbage,Silty Soil,21 to 32,Zaid,Vegetable
Sierra Leone,Ginger,Andosol,23 to 34,Autumn,Spice
Sierra Leone,Rice,Black Soil,21 to 31,Wet Season,Cereal
Singapore,Almond,Sandy Soil,21 to 30,Kharif,Nut
Singapore,Cocoa,Andosol,24 to 32,Rabi,Beverage
Singapore,Banana,Laterite Soil,23 to 31,Year-round,Fruit
Singapore,Sorghum,Andosol,25 to 34,Kharif,Cereal
Singapore,Saffron,Clayey Soil,28 to 31,Autumn,Spice
Singapore,Jute,Clayey Soil,27 to 32,Zaid,Cash Crop
Singapore,Walnut,Silty Soil,20 to 38,Year-round,Nut
Singapore,Tea,Red Soil,25 to 32,Year-round,Beverage
Singapore,Tea,Red Soil,26 to 34,Summer,Beverage
Singapore,Ginger,Andosol,22 to 38,Zaid,Spice
Singapore,Lettuce,Sandy Soil,27 to 31,Year-round,Leafy Green
Singapore,Coffee,Volcanic Soil,28 to 30,Dry Season,Beverage
Singapore,Mango,Clayey Soil,23 to 34,Zaid,Fruit
Singapore,Turmeric,Laterite Soil,28 to 29,Dry Season,Spice
Singapore,Ginger,Alluvial Soil,21 to 38,Spring,Spice
Singapore,Pistachio,Clayey Soil,24 to 29,Year-round,Nut
Singapore,Sugarcane,Loamy Soil,20 to 37,Zaid,Cash Crop
Singapore,Banana,Clayey Soil,22 to 33,Rabi,Fruit
Singapore,Tea,Volcanic Soil,24 to 34,Rabi,Beverage
Singapore,Orange,Red Soil,26 to 36,Spring,Fruit
Singapore,Cocoa,Clayey Soil,22 to 31,Spring,Beverage
Singapore,Banana,Silty Soil,22 to 30,Dry Season,Fruit
Singapore,Sugarcane,Black Soil,20 to 38,Dry Season,Cash Crop
Singapore,Banana,Red Soil,22 to 38,Wet Season,Fruit
Singapore,Cocoa,Sandy Soil,28 to 31,Spring,Beverage
Singapore,Wheat,Red Soil,25 to 32,Rabi,Cereal
Singapore,Tomato,Sandy Soil,21 to 34,Summer,Vegetable
Singapore,Coffee,Silty Soil,26 to 29,Kharif,Beverage
Singapore,Sorghum,Clayey Soil,21 to 30,Year-round,Cereal
Singapore,Wheat,Clayey Soil,21 to 38,Summer,Cereal
Singapore,Cocoa,Sandy Soil,24 to 37,Dry Season,Beverage
Singapore,Tea,Loamy Soil,25 to 32,Spring,Beverage
Singapore,Tomato,Andosol,24 to 31,Kharif,Vegetable
Singapore,Tea,Andosol,22 to 34,Wet Season,Beverage
Singapore,Sugarcane,Volcanic Soil,26 to 34,Spring,Cash Crop
Singapore,Barley,Black Soil,25 to 32,Zaid,Cereal
Singapore,Almond,Alluvial Soil,24 to 35,Autumn,Nut
Singapore,Cocoa,Sandy Soil,27 to 30,Zaid,Beverage
Singapore,Coriander,Sandy Soil,20 to 30,Winter,Spice
Singapore,Coriander,Laterite Soil,23 to 32,Spring,Spice
Singapore,Orange,Laterite Soil,24 to 36,Winter,Fruit
Singapore,Sorghum,Andosol,27 to 38,Summer,Cereal
Singapore,Banana,Laterite Soil,27 to 37,Kharif,Fruit
Singapore,Tomato,Loamy Soil,27 to 35,Kharif,Vegetable
Singapore,Sugarcane,Red Soil,20 to 32,Dry Season,Cash Crop
Singapore,Ginger,Alluvial Soil,25 to 38,Spring,Spice
Singapore,Almond,Alluvial Soil,23 to 38,Winter,Nut
Singapore,Lettuce,Andosol,24 to 35,Zaid,Leafy Green
Singapore,Jute,Loamy Soil,28 to 34,Summer,Cash Crop
Singapore,Cocoa,Laterite Soil,22 to 33,Zaid,Beverage
Singapore,Mustard Greens,Red Soil,28 to 38,Summer,Leafy Green
Singapore,Sugarcane,Red Soil,23 to 32,Spring,Cash Crop
Singapore,Cocoa,Alluvial Soil,26 to 35,Dry Season,Beverage
Singapore,Ginger,Black Soil,24 to 38,Dry Season,Spice
Singapore,Mustard Greens,Clayey Soil,22 to 37,Year-round,Leafy Green
Singapore,Cashew,Loamy Soil,26 to 30,Summer,Nut
Singapore,Tea,Silty Soil,26 to 31,Summer,Beverage
Singapore,Sorghum,Andosol,23 to 36,Dry Season,Cereal
Singapore,Millet,Alluvial Soil,26 to 31,Kharif,Cereal
Singapore,Cocoa,Alluvial Soil,22 to 33,Rabi,Beverage
Slovakia,Mango,Sandy Soil,11 to 13,Rabi,Fruit
Slovakia,Swiss Chard,Loamy Soil,7 to 18,Winter,Leafy Green
Slovakia,Swiss Chard,Silty Soil,11 to 17,Kharif,Leafy Green
Slovakia,Tobacco,Silty Soil,6 to 14,Dry Season,Cash Crop
Slovakia,Tobacco,Alluvial Soil,5 to 18,Kharif,Cash Crop
Slovakia,Coffee,Loamy Soil,7 to 15,Year-round,Beverage
Slovakia,Coffee,Alluvial Soil,12 to 16,Zaid,Beverage
Slovakia,Jute,Clayey Soil,9 to 15,Winter,Cash Crop
Slovakia,Sorghum,Black Soil,5 to 14,Year-round,Cereal
Slovakia,Rice,Clayey Soil,12 to 16,Rabi,Cereal
Slovakia,Cotton,Andosol,7 to 13,Spring,Cash Crop
Slovakia,Onion,Clayey Soil,8 to 16,Zaid,Vegetable
Slovakia,Carrot,Silty Soil,9 to 15,Year-round,Vegetable
Slovakia,Millet,Laterite Soil,9 to 15,Winter,Cereal
Slovakia,Jute,Sandy Soil,11 to 15,Summer,Cash Crop
Slovakia,Tomato,Volcanic Soil,6 to 14,Rabi,Vegetable
Slovakia,Ginger,Andosol,11 to 16,Dry Season,Spice
Slovakia,Cumin,Sandy Soil,7 to 14,Wet Season,Spice
Slovakia,Coriander,Loamy Soil,6 to 16,Autumn,Spice
Slovakia,Onion,Black Soil,5 to 18,Wet Season,Vegetable
Slovakia,Potato,Laterite Soil,6 to 14,Winter,Vegetable
